France, Civilian Population, Death rates (period 1x1), 	Last modified: 29 Aug 2020;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  1980         101             0.492640        0.537260        0.499186
  1980         102             0.557710        0.468238        0.546544
  1980         103             0.674497        0.850235        0.694468
  1980         104             0.459609        0.604384        0.474567
  1980         105             0.648274        0.698083        0.652152
  1980         106             0.568997        0.244739        0.495982
  1980         107             1.743484        0.687010        1.211285
  1980         108             0.000000              .        0.000000
  1980         109                   .              .              .
  1980         110+                  .              .              .
  1981           0             0.008376        0.011516        0.009985
  1981           1             0.000830        0.000913        0.000872
  1981           2             0.000465        0.000597        0.000533
  1981           3             0.000429        0.000555        0.000494
  1981           4             0.000327        0.000508        0.000420
  1981           5             0.000269        0.000384        0.000328
  1981           6             0.000258        0.000359        0.000310
  1981           7             0.000276        0.000337        0.000307
  1981           8             0.000260        0.000317        0.000289
  1981           9             0.000216        0.000319        0.000269
  1981          10             0.000244        0.000303        0.000274
  1981          11             0.000191        0.000349        0.000272
  1981          12             0.000211        0.000304        0.000258
  1981          13             0.000232        0.000370        0.000303
  1981          14             0.000301        0.000452        0.000378
  1981          15             0.000378        0.000538        0.000460
  1981          16             0.000486        0.000781        0.000637
  1981          17             0.000566        0.001126        0.000851
  1981          18             0.000581        0.001697        0.001148
  1981          19             0.000586        0.001770        0.001186
  1981          20             0.000562        0.001833        0.001204
  1981          21             0.000540        0.001899        0.001224
  1981          22             0.000561        0.001768        0.001168
  1981          23             0.000536        0.001625        0.001083
  1981          24             0.000511        0.001682        0.001100
  1981          25             0.000620        0.001557        0.001091
  1981          26             0.000583        0.001543        0.001066
  1981          27             0.000525        0.001503        0.001019
  1981          28             0.000612        0.001398        0.001009
  1981          29             0.000642        0.001468        0.001060
  1981          30             0.000644        0.001531        0.001095
  1981          31             0.000685        0.001573        0.001138
  1981          32             0.000783        0.001694        0.001248
  1981          33             0.000847        0.001789        0.001330
  1981          34             0.000871        0.001848        0.001372
  1981          35             0.000933        0.001922        0.001440
  1981          36             0.001179        0.002065        0.001633
  1981          37             0.001229        0.002317        0.001786
  1981          38             0.001221        0.002597        0.001927
  1981          39             0.001150        0.002525        0.001856
  1981          40             0.001424        0.003001        0.002232
  1981          41             0.001531        0.003361        0.002464
  1981          42             0.001748        0.003699        0.002740
  1981          43             0.001883        0.003909        0.002912
  1981          44             0.001864        0.004461        0.003180
  1981          45             0.002196        0.005016        0.003620
  1981          46             0.002366        0.005472        0.003931
  1981          47             0.002542        0.006285        0.004425
  1981          48             0.002896        0.007186        0.005047
  1981          49             0.002961        0.007896        0.005428
  1981          50             0.003267        0.008592        0.005923
  1981          51             0.003513        0.009427        0.006454
  1981          52             0.003795        0.010132        0.006929
  1981          53             0.004124        0.010833        0.007425
  1981          54             0.004375        0.011648        0.007930
  1981          55             0.004794        0.012313        0.008442
  1981          56             0.004921        0.013183        0.008897
  1981          57             0.005655        0.014285        0.009779
  1981          58             0.005904        0.015014        0.010235
  1981          59             0.006441        0.016360        0.011132
  1981          60             0.007199        0.017890        0.012245
  1981          61             0.007553        0.019484        0.013171
  1981          62             0.008380        0.021037        0.014288
  1981          63             0.008765        0.022501        0.015109
  1981          64             0.009726        0.023946        0.016229
  1981          65             0.010761        0.026900        0.018069
  1981          66             0.011889        0.028723        0.019391
  1981          67             0.012717        0.030364        0.020508
  1981          68             0.014233        0.033157        0.022539
  1981          69             0.015712        0.036826        0.024850
  1981          70             0.017606        0.039758        0.027049
  1981          71             0.020202        0.045191        0.030688
  1981          72             0.022300        0.049971        0.033709
  1981          73             0.026011        0.054364        0.037526
  1981          74             0.029399        0.059425        0.041402
  1981          75             0.033559        0.064599        0.045783
  1981          76             0.038685        0.071673        0.051425
  1981          77             0.043341        0.079642        0.057044
  1981          78             0.049868        0.086916        0.063569
  1981          79             0.056118        0.095713        0.070343
  1981          80             0.064851        0.109343        0.080234
  1981          81             0.074202        0.118737        0.089128
  1981          82             0.083590        0.132154        0.099172
  1981          83             0.097068        0.142572        0.110864
  1981          84             0.108276        0.152802        0.121016
  1981          85             0.122049        0.169104        0.134602
  1981          86             0.136477        0.185020        0.148559
  1981          87             0.152764        0.210082        0.166521
  1981          88             0.167694        0.220480        0.180046
  1981          89             0.188120        0.239164        0.199831
  1981          90             0.203913        0.262511        0.217051
  1981          91             0.224179        0.285620        0.237471
  1981          92             0.250834        0.298550        0.260806
  1981          93             0.272139        0.336839        0.285080
  1981          94             0.313641        0.370645        0.324610
  1981          95             0.330467        0.396337        0.342890
  1981          96             0.353277        0.410250        0.363702
  1981          97             0.379115        0.417359        0.386099
  1981          98             0.409093        0.459689        0.418351
  1981          99             0.423247        0.436376        0.425466
  1981         100             0.488516        0.588220        0.503984
  1981         101             0.550348        0.499550        0.542070
  1981         102             0.492315        0.743797        0.529567
  1981         103             0.466718        0.776462        0.498643
  1981         104             0.627145        0.546832        0.619168
  1981         105             0.617881        0.679389        0.624160
  1981         106             0.668923        1.498062        0.698669
  1981         107             0.554509        0.760907        0.609630
  1981         108             0.736670        0.833881        0.782267
  1981         109                   .              .              .
  1981         110+                  .              .              .
  1982           0             0.008253        0.010926        0.009623
  1982           1             0.000761        0.000839        0.000801
  1982           2             0.000468        0.000600        0.000536
  1982           3             0.000299        0.000481        0.000393
  1982           4             0.000281        0.000360        0.000321
  1982           5             0.000303        0.000432        0.000369
  1982           6             0.000256        0.000300        0.000279
  1982           7             0.000247        0.000317        0.000282
  1982           8             0.000223        0.000293        0.000259
  1982           9             0.000201        0.000281        0.000242
  1982          10             0.000188        0.000229        0.000209
  1982          11             0.000201        0.000316        0.000260
  1982          12             0.000188        0.000279        0.000235
  1982          13             0.000242        0.000363        0.000304
  1982          14             0.000290        0.000524        0.000410
  1982          15             0.000350        0.000559        0.000457
  1982          16             0.000407        0.000838        0.000627
  1982          17             0.000464        0.001120        0.000799
  1982          18             0.000531        0.001657        0.001103
  1982          19             0.000622        0.001708        0.001172
  1982          20             0.000559        0.001883        0.001228
  1982          21             0.000587        0.001806        0.001200
  1982          22             0.000551        0.001847        0.001202
  1982          23             0.000547        0.001645        0.001098
  1982          24             0.000579        0.001595        0.001089
  1982          25             0.000635        0.001618        0.001129
  1982          26             0.000575        0.001538        0.001059
  1982          27             0.000571        0.001560        0.001068
  1982          28             0.000609        0.001525        0.001071
  1982          29             0.000590        0.001519        0.001059
  1982          30             0.000656        0.001609        0.001139
  1982          31             0.000708        0.001608        0.001165
  1982          32             0.000755        0.001657        0.001215
  1982          33             0.000807        0.001611        0.001217
  1982          34             0.000897        0.001811        0.001365
  1982          35             0.000904        0.001959        0.001444
  1982          36             0.001064        0.002167        0.001628
  1982          37             0.001133        0.002314        0.001737
  1982          38             0.001237        0.002499        0.001882
  1982          39             0.001422        0.002880        0.002169
  1982          40             0.001409        0.003029        0.002239
  1982          41             0.001596        0.003338        0.002487
  1982          42             0.001564        0.003506        0.002553
  1982          43             0.001796        0.004201        0.003017
  1982          44             0.001772        0.004204        0.003006
  1982          45             0.002018        0.004997        0.003526
  1982          46             0.002335        0.005750        0.004057
  1982          47             0.002505        0.005949        0.004236
  1982          48             0.002641        0.006893        0.004774
  1982          49             0.003054        0.007693        0.005375
  1982          50             0.003332        0.008383        0.005850
  1982          51             0.003468        0.008967        0.006202
  1982          52             0.003918        0.009638        0.006752
  1982          53             0.004027        0.010712        0.007321
  1982          54             0.004308        0.011747        0.007954
  1982          55             0.004763        0.012627        0.008590
  1982          56             0.004930        0.013399        0.009020
  1982          57             0.005226        0.014197        0.009523
  1982          58             0.005786        0.014957        0.010146
  1982          59             0.006079        0.016094        0.010816
  1982          60             0.006698        0.017540        0.011796
  1982          61             0.007294        0.018956        0.012765
  1982          62             0.008172        0.020609        0.013991
  1982          63             0.008835        0.021799        0.014843
  1982          64             0.009330        0.023141        0.015660
  1982          65             0.010279        0.024689        0.016816
  1982          66             0.011418        0.028566        0.019111
  1982          67             0.012651        0.029569        0.020115
  1982          68             0.013697        0.032158        0.021762
  1982          69             0.015137        0.035865        0.024130
  1982          70             0.016954        0.039167        0.026448
  1982          71             0.019508        0.041979        0.028962
  1982          72             0.022090        0.046194        0.032058
  1982          73             0.024876        0.052620        0.036141
  1982          74             0.027593        0.056891        0.039294
  1982          75             0.032010        0.063439        0.044352
  1982          76             0.035938        0.068900        0.048681
  1982          77             0.042284        0.075127        0.054724
  1982          78             0.048020        0.084399        0.061466
  1982          79             0.054749        0.092143        0.068262
  1982          80             0.061275        0.102869        0.075707
  1982          81             0.071884        0.113733        0.085947
  1982          82             0.078429        0.123103        0.092965
  1982          83             0.091563        0.135486        0.105218
  1982          84             0.100721        0.149555        0.115066
  1982          85             0.114510        0.162395        0.127757
  1982          86             0.127759        0.181722        0.141653
  1982          87             0.144569        0.195085        0.156644
  1982          88             0.160264        0.215407        0.172964
  1982          89             0.175636        0.232021        0.188300
  1982          90             0.193978        0.257426        0.207871
  1982          91             0.222093        0.272447        0.232898
  1982          92             0.238398        0.284055        0.247865
  1982          93             0.262221        0.330407        0.275861
  1982          94             0.286386        0.343623        0.297216
  1982          95             0.307502        0.367523        0.318467
  1982          96             0.327714        0.432080        0.346256
  1982          97             0.352124        0.400278        0.360466
  1982          98             0.385961        0.392434        0.387114
  1982          99             0.395026        0.408663        0.397528
  1982         100             0.445251        0.671311        0.480096
  1982         101             0.500208        0.555530        0.508334
  1982         102             0.397325        0.453648        0.406110
  1982         103             0.486589        0.329125        0.464890
  1982         104             0.556451        0.523872        0.553205
  1982         105             0.725154        0.913183        0.745909
  1982         106             0.455249        1.924768        0.562639
  1982         107             0.606868        0.000000        0.577960
  1982         108             0.192749        0.000000        0.149968
  1982         109             1.456723        0.000000        0.584129
  1982         110+                  .              .              .
  1983           0             0.007807        0.010218        0.009042
  1983           1             0.000782        0.000887        0.000836
  1983           2             0.000520        0.000600        0.000561
  1983           3             0.000340        0.000491        0.000417
  1983           4             0.000335        0.000406        0.000371
  1983           5             0.000290        0.000425        0.000359
  1983           6             0.000267        0.000347        0.000308
  1983           7             0.000216        0.000321        0.000269
  1983           8             0.000217        0.000339        0.000279
  1983           9             0.000202        0.000276        0.000240
  1983          10             0.000205        0.000305        0.000256
  1983          11             0.000187        0.000251        0.000220
  1983          12             0.000210        0.000319        0.000266
  1983          13             0.000226        0.000338        0.000284
  1983          14             0.000238        0.000419        0.000331
  1983          15             0.000337        0.000552        0.000447
  1983          16             0.000400        0.000776        0.000592
  1983          17             0.000452        0.001035        0.000750
  1983          18             0.000546        0.001395        0.000978
  1983          19             0.000535        0.001658        0.001104
  1983          20             0.000606        0.001725        0.001171
  1983          21             0.000543        0.001883        0.001218
  1983          22             0.000587        0.001735        0.001163
  1983          23             0.000572        0.001784        0.001179
  1983          24             0.000577        0.001681        0.001131
  1983          25             0.000618        0.001561        0.001091
  1983          26             0.000630        0.001668        0.001151
  1983          27             0.000630        0.001526        0.001080
  1983          28             0.000598        0.001564        0.001083
  1983          29             0.000645        0.001733        0.001192
  1983          30             0.000720        0.001698        0.001213
  1983          31             0.000718        0.001632        0.001180
  1983          32             0.000735        0.001634        0.001191
  1983          33             0.000831        0.001813        0.001331
  1983          34             0.000937        0.001771        0.001362
  1983          35             0.000963        0.002064        0.001526
  1983          36             0.000974        0.002106        0.001552
  1983          37             0.001137        0.002326        0.001744
  1983          38             0.001248        0.002607        0.001942
  1983          39             0.001244        0.002814        0.002045
  1983          40             0.001363        0.002910        0.002154
  1983          41             0.001491        0.003037        0.002283
  1983          42             0.001632        0.003566        0.002620
  1983          43             0.001760        0.004035        0.002917
  1983          44             0.001889        0.004616        0.003272
  1983          45             0.002084        0.004904        0.003512
  1983          46             0.002255        0.005189        0.003736
  1983          47             0.002529        0.006078        0.004314
  1983          48             0.002614        0.006642        0.004632
  1983          49             0.003013        0.007298        0.005156
  1983          50             0.003127        0.008212        0.005662
  1983          51             0.003446        0.009036        0.006223
  1983          52             0.003881        0.009948        0.006886
  1983          53             0.004117        0.010574        0.007303
  1983          54             0.004486        0.011225        0.007792
  1983          55             0.004498        0.012662        0.008480
  1983          56             0.004954        0.013098        0.008898
  1983          57             0.005303        0.013970        0.009468
  1983          58             0.005802        0.015423        0.010386
  1983          59             0.006428        0.015943        0.010927
  1983          60             0.006619        0.017290        0.011637
  1983          61             0.007343        0.018572        0.012590
  1983          62             0.007880        0.020074        0.013564
  1983          63             0.008799        0.021998        0.014932
  1983          64             0.008962        0.023745        0.015761
  1983          65             0.010158        0.026438        0.017556
  1983          66             0.011304        0.027567        0.018614
  1983          67             0.012563        0.030054        0.020334
  1983          68             0.013632        0.032089        0.021691
  1983          69             0.015257        0.035314        0.023923
  1983          70             0.016987        0.039079        0.026457
  1983          71             0.019504        0.042477        0.029203
  1983          72             0.021635        0.046373        0.031906
  1983          73             0.024929        0.052121        0.036011
  1983          74             0.027919        0.057642        0.039796
  1983          75             0.032680        0.063425        0.044755
  1983          76             0.036809        0.070052        0.049629
  1983          77             0.042734        0.077992        0.056118
  1983          78             0.048138        0.085009        0.061819
  1983          79             0.054897        0.093320        0.068779
  1983          80             0.062583        0.103477        0.076839
  1983          81             0.072025        0.116124        0.086904
  1983          82             0.083241        0.125639        0.097081
  1983          83             0.093395        0.145069        0.109694
  1983          84             0.105367        0.155289        0.120364
  1983          85             0.116383        0.168645        0.131187
  1983          86             0.133597        0.184733        0.147225
  1983          87             0.148623        0.202590        0.161983
  1983          88             0.168387        0.217509        0.179658
  1983          89             0.188555        0.236680        0.199203
  1983          90             0.206349        0.266163        0.219164
  1983          91             0.225712        0.288090        0.238780
  1983          92             0.245593        0.304705        0.257717
  1983          93             0.281188        0.338549        0.292560
  1983          94             0.302031        0.370153        0.314980
  1983          95             0.315806        0.377394        0.326798
  1983          96             0.344274        0.405982        0.354885
  1983          97             0.362611        0.433847        0.374538
  1983          98             0.405586        0.434957        0.410480
  1983          99             0.426430        0.491623        0.437932
  1983         100             0.533664        0.757873        0.568975
  1983         101             0.480450        0.604063        0.498180
  1983         102             0.547072        0.651825        0.561120
  1983         103             0.522007        0.581776        0.531551
  1983         104             0.582904        0.320546        0.542536
  1983         105             0.809299        0.792150        0.807506
  1983         106             0.432798        1.338711        0.487816
  1983         107             0.257373        0.000000        0.246487
  1983         108             0.397410        0.000000        0.372977
  1983         109             1.494564        0.000000        0.860269
  1983         110+            0.000000        0.000000        0.000000
  1984           0             0.007543        0.009575        0.008583
  1984           1             0.000636        0.000791        0.000715
  1984           2             0.000397        0.000585        0.000494
  1984           3             0.000289        0.000447        0.000370
  1984           4             0.000306        0.000381        0.000344
  1984           5             0.000238        0.000362        0.000301
  1984           6             0.000216        0.000312        0.000265
  1984           7             0.000185        0.000306        0.000247
  1984           8             0.000221        0.000244        0.000232
  1984           9             0.000214        0.000315        0.000266
  1984          10             0.000160        0.000259        0.000210
  1984          11             0.000188        0.000248        0.000219
  1984          12             0.000211        0.000273        0.000242
  1984          13             0.000207        0.000347        0.000279
  1984          14             0.000235        0.000440        0.000340
  1984          15             0.000360        0.000551        0.000458
  1984          16             0.000397        0.000791        0.000599
  1984          17             0.000448        0.000934        0.000696
  1984          18             0.000539        0.001284        0.000918
  1984          19             0.000469        0.001497        0.000991
  1984          20             0.000496        0.001711        0.001110
  1984          21             0.000519        0.001808        0.001168
  1984          22             0.000571        0.001754        0.001165
  1984          23             0.000551        0.001695        0.001124
  1984          24             0.000557        0.001678        0.001118
  1984          25             0.000592        0.001572        0.001083
  1984          26             0.000589        0.001578        0.001085
  1984          27             0.000580        0.001579        0.001081
  1984          28             0.000625        0.001586        0.001107
  1984          29             0.000654        0.001697        0.001177
  1984          30             0.000671        0.001640        0.001158
  1984          31             0.000739        0.001611        0.001178
  1984          32             0.000776        0.001638        0.001211
  1984          33             0.000825        0.001814        0.001326
  1984          34             0.000872        0.001892        0.001390
  1984          35             0.000831        0.001897        0.001374
  1984          36             0.000997        0.002235        0.001629
  1984          37             0.001028        0.002253        0.001653
  1984          38             0.001208        0.002525        0.001880
  1984          39             0.001264        0.002711        0.002001
  1984          40             0.001470        0.003046        0.002273
  1984          41             0.001413        0.003124        0.002287
  1984          42             0.001558        0.003466        0.002533
  1984          43             0.001791        0.003851        0.002842
  1984          44             0.001846        0.004250        0.003067
  1984          45             0.002177        0.004600        0.003403
  1984          46             0.002182        0.005319        0.003766
  1984          47             0.002401        0.005926        0.004176
  1984          48             0.002648        0.006399        0.004529
  1984          49             0.002838        0.007070        0.004952
  1984          50             0.002958        0.007908        0.005427
  1984          51             0.003362        0.008527        0.005929
  1984          52             0.003708        0.009591        0.006621
  1984          53             0.003808        0.010082        0.006903
  1984          54             0.004157        0.011352        0.007692
  1984          55             0.004419        0.012409        0.008320
  1984          56             0.004776        0.012970        0.008753
  1984          57             0.005351        0.014075        0.009556
  1984          58             0.005518        0.015469        0.010275
  1984          59             0.005667        0.016218        0.010666
  1984          60             0.006413        0.017465        0.011608
  1984          61             0.007022        0.018369        0.012325
  1984          62             0.007590        0.019852        0.013283
  1984          63             0.008204        0.021470        0.014346
  1984          64             0.008971        0.023177        0.015524
  1984          65             0.009911        0.024961        0.016775
  1984          66             0.010743        0.026287        0.017742
  1984          67             0.011661        0.028633        0.019214
  1984          68             0.013587        0.032473        0.021889
  1984          69             0.014758        0.033922        0.023035
  1984          70             0.016314        0.037503        0.025364
  1984          71             0.018336        0.041035        0.027951
  1984          72             0.020855        0.044883        0.030867
  1984          73             0.023437        0.048790        0.033812
  1984          74             0.026588        0.055195        0.038065
  1984          75             0.030444        0.060935        0.042429
  1984          76             0.034824        0.067134        0.047290
  1984          77             0.039782        0.073422        0.052523
  1984          78             0.044867        0.080513        0.058128
  1984          79             0.051875        0.091251        0.066160
  1984          80             0.058777        0.099375        0.072912
  1984          81             0.067744        0.107950        0.081385
  1984          82             0.076550        0.120631        0.091002
  1984          83             0.087248        0.134327        0.102147
  1984          84             0.098364        0.146540        0.113052
  1984          85             0.111025        0.162745        0.126016
  1984          86             0.125743        0.179258        0.140338
  1984          87             0.141014        0.191803        0.154043
  1984          88             0.156566        0.211259        0.169584
  1984          89             0.171597        0.231553        0.184808
  1984          90             0.195187        0.245095        0.205764
  1984          91             0.215980        0.277366        0.228557
  1984          92             0.237140        0.289328        0.247558
  1984          93             0.250430        0.323530        0.264757
  1984          94             0.276869        0.324388        0.285858
  1984          95             0.296624        0.360629        0.308196
  1984          96             0.330618        0.398633        0.342012
  1984          97             0.351081        0.427892        0.363557
  1984          98             0.358248        0.449100        0.372664
  1984          99             0.405398        0.411304        0.406366
  1984         100             0.470885        0.652547        0.498700
  1984         101             0.492014        0.460274        0.487416
  1984         102             0.436905        0.629105        0.462448
  1984         103             0.464960        0.600311        0.479960
  1984         104             0.607057        0.369658        0.567215
  1984         105             0.526401        0.630983        0.546204
  1984         106             0.292962        0.455796        0.306656
  1984         107             0.942619        0.000000        0.883521
  1984         108             0.553945        0.000000        0.517082
  1984         109             0.312309        0.000000        0.270528
  1984         110+            0.000000        0.000000        0.000000
  1985           0             0.007215        0.009713        0.008494
  1985           1             0.000717        0.000800        0.000759
  1985           2             0.000377        0.000461        0.000420
  1985           3             0.000305        0.000441        0.000375
  1985           4             0.000267        0.000292        0.000280
  1985           5             0.000224        0.000302        0.000264
  1985           6             0.000228        0.000304        0.000267
  1985           7             0.000232        0.000277        0.000255
  1985           8             0.000185        0.000281        0.000234
  1985           9             0.000175        0.000238        0.000207
  1985          10             0.000182        0.000274        0.000229
  1985          11             0.000137        0.000258        0.000199
  1985          12             0.000207        0.000268        0.000238
  1985          13             0.000171        0.000314        0.000244
  1985          14             0.000256        0.000429        0.000344
  1985          15             0.000311        0.000575        0.000446
  1985          16             0.000353        0.000690        0.000526
  1985          17             0.000400        0.000987        0.000700
  1985          18             0.000471        0.001241        0.000863
  1985          19             0.000537        0.001369        0.000959
  1985          20             0.000539        0.001504        0.001027
  1985          21             0.000526        0.001578        0.001055
  1985          22             0.000540        0.001643        0.001094
  1985          23             0.000514        0.001607        0.001061
  1985          24             0.000527        0.001593        0.001060
  1985          25             0.000550        0.001608        0.001079
  1985          26             0.000569        0.001578        0.001074
  1985          27             0.000585        0.001544        0.001065
  1985          28             0.000592        0.001529        0.001061
  1985          29             0.000632        0.001512        0.001072
  1985          30             0.000729        0.001592        0.001161
  1985          31             0.000705        0.001635        0.001172
  1985          32             0.000743        0.001646        0.001198
  1985          33             0.000761        0.001769        0.001270
  1985          34             0.000803        0.001826        0.001321
  1985          35             0.000917        0.001967        0.001450
  1985          36             0.001027        0.002179        0.001612
  1985          37             0.001025        0.002218        0.001633
  1985          38             0.001176        0.002415        0.001808
  1985          39             0.001214        0.002701        0.001971
  1985          40             0.001261        0.003101        0.002198
  1985          41             0.001424        0.003159        0.002307
  1985          42             0.001559        0.003499        0.002549
  1985          43             0.001610        0.003707        0.002681
  1985          44             0.001693        0.004228        0.002985
  1985          45             0.001977        0.004676        0.003345
  1985          46             0.002066        0.005196        0.003646
  1985          47             0.002330        0.005755        0.004055
  1985          48             0.002474        0.006365        0.004427
  1985          49             0.002873        0.006931        0.004902
  1985          50             0.003143        0.007692        0.005410
  1985          51             0.003303        0.008492        0.005884
  1985          52             0.003529        0.009533        0.006503
  1985          53             0.003873        0.009983        0.006886
  1985          54             0.004103        0.011009        0.007496
  1985          55             0.004317        0.012494        0.008315
  1985          56             0.004859        0.012729        0.008684
  1985          57             0.004868        0.014105        0.009331
  1985          58             0.005547        0.015619        0.010376
  1985          59             0.006231        0.015921        0.010839
  1985          60             0.006214        0.016911        0.011252
  1985          61             0.006947        0.018759        0.012464
  1985          62             0.007437        0.019375        0.012980
  1985          63             0.008010        0.021786        0.014362
  1985          64             0.008942        0.022628        0.015232
  1985          65             0.010025        0.024771        0.016774
  1985          66             0.010542        0.026206        0.017623
  1985          67             0.011562        0.028889        0.019287
  1985          68             0.013301        0.031275        0.021215
  1985          69             0.014740        0.035130        0.023604
  1985          70             0.016033        0.036919        0.024953
  1985          71             0.018270        0.040071        0.027476
  1985          72             0.020239        0.044809        0.030513
  1985          73             0.023350        0.049467        0.034077
  1985          74             0.026696        0.053896        0.037657
  1985          75             0.029442        0.060654        0.041758
  1985          76             0.034429        0.067579        0.047226
  1985          77             0.039608        0.073717        0.052535
  1985          78             0.045644        0.080310        0.058515
  1985          79             0.052085        0.090193        0.065955
  1985          80             0.059374        0.102288        0.074365
  1985          81             0.067677        0.113430        0.083168
  1985          82             0.077284        0.125072        0.093024
  1985          83             0.087251        0.134645        0.102311
  1985          84             0.097851        0.148123        0.113227
  1985          85             0.113616        0.163040        0.128166
  1985          86             0.127574        0.185382        0.143683
  1985          87             0.141858        0.200254        0.157155
  1985          88             0.162104        0.211201        0.174191
  1985          89             0.173008        0.240937        0.188476
  1985          90             0.196618        0.256949        0.209263
  1985          91             0.221005        0.281374        0.233246
  1985          92             0.235359        0.300012        0.247951
  1985          93             0.254126        0.329817        0.268466
  1985          94             0.287029        0.390519        0.306093
  1985          95             0.303003        0.357314        0.312808
  1985          96             0.336995        0.407237        0.348994
  1985          97             0.369659        0.445479        0.381486
  1985          98             0.396988        0.407600        0.398622
  1985          99             0.415057        0.475376        0.424501
  1985         100             0.492819        0.681238        0.519939
  1985         101             0.496336        0.671023        0.519873
  1985         102             0.497851        0.510175        0.499523
  1985         103             0.551342        0.527362        0.548548
  1985         104             0.528885        0.652698        0.541332
  1985         105             0.483109        0.665057        0.512873
  1985         106             0.265589        0.156562        0.246515
  1985         107             0.693711        0.740510        0.697719
  1985         108             1.687272        3.043346        1.765961
  1985         109             0.377184              .        0.377184
  1985         110+            0.000000        0.000000        0.000000
  1986           0             0.007148        0.009262        0.008231
  1986           1             0.000584        0.000727        0.000657
  1986           2             0.000419        0.000484        0.000452
  1986           3             0.000320        0.000397        0.000359
  1986           4             0.000276        0.000379        0.000329
  1986           5             0.000209        0.000312        0.000262
  1986           6             0.000228        0.000245        0.000237
  1986           7             0.000180        0.000293        0.000238
  1986           8             0.000221        0.000290        0.000256
  1986           9             0.000151        0.000275        0.000215
  1986          10             0.000163        0.000264        0.000215
  1986          11             0.000171        0.000266        0.000219
  1986          12             0.000162        0.000260        0.000212
  1986          13             0.000179        0.000265        0.000223
  1986          14             0.000268        0.000396        0.000334
  1986          15             0.000252        0.000476        0.000367
  1986          16             0.000387        0.000693        0.000544
  1986          17             0.000434        0.000969        0.000708
  1986          18             0.000530        0.001230        0.000887
  1986          19             0.000504        0.001399        0.000959
  1986          20             0.000560        0.001566        0.001070
  1986          21             0.000486        0.001528        0.001012
  1986          22             0.000480        0.001664        0.001075
  1986          23             0.000475        0.001621        0.001049
  1986          24             0.000517        0.001485        0.001000
  1986          25             0.000540        0.001510        0.001025
  1986          26             0.000534        0.001581        0.001057
  1986          27             0.000579        0.001491        0.001035
  1986          28             0.000595        0.001500        0.001048
  1986          29             0.000545        0.001510        0.001027
  1986          30             0.000603        0.001600        0.001101
  1986          31             0.000685        0.001684        0.001185
  1986          32             0.000688        0.001704        0.001197
  1986          33             0.000740        0.001950        0.001348
  1986          34             0.000841        0.001843        0.001346
  1986          35             0.000845        0.001974        0.001415
  1986          36             0.001023        0.002097        0.001567
  1986          37             0.000965        0.002341        0.001664
  1986          38             0.001103        0.002445        0.001786
  1986          39             0.001125        0.002672        0.001912
  1986          40             0.001379        0.002948        0.002177
  1986          41             0.001365        0.003200        0.002298
  1986          42             0.001493        0.003682        0.002606
  1986          43             0.001734        0.003804        0.002789
  1986          44             0.001907        0.004270        0.003113
  1986          45             0.001940        0.004667        0.003328
  1986          46             0.002080        0.004965        0.003540
  1986          47             0.002358        0.005421        0.003901
  1986          48             0.002481        0.006003        0.004250
  1986          49             0.002647        0.006706        0.004679
  1986          50             0.003045        0.007187        0.005111
  1986          51             0.003293        0.008118        0.005691
  1986          52             0.003386        0.009580        0.006457
  1986          53             0.003798        0.010145        0.006930
  1986          54             0.004011        0.010851        0.007371
  1986          55             0.004288        0.012033        0.008075
  1986          56             0.004635        0.012842        0.008629
  1986          57             0.004938        0.013620        0.009139
  1986          58             0.005418        0.014456        0.009763
  1986          59             0.005813        0.015610        0.010487
  1986          60             0.006555        0.017254        0.011614
